property_type,floor,residence_status,registration_status,area_sqft,bedrooms,bathrooms,swimming_pool,parking_space,furnished,furniture_available,locality_score,access_main_road,shopping_complex,local_market,previous_price,price,future_trend
Empty Land,0,Non-Residence,Registrable,471087,8,6,1,4,0,0,5,1,0,0,24276629,24379805,Up
Apartment,28,Residence,Documented,374116,7,1,1,3,1,0,2,0,0,0,19488595,19596994,Up
Empty Land,0,Residence,Registrable,657909,5,4,1,7,1,1,7,1,1,0,33664066,33732072,Up
Farm House,0,Non-Residence,Registrable,687476,10,6,1,3,0,0,3,1,1,0,35189413,35321324,Up
Flat,28,Residence,Documented,366371,6,9,0,7,1,1,1,0,1,0,19352085,19454519,Up
Flat,8,Residence,Registrable,375537,14,2,0,5,0,0,8,0,0,0,19674262,19819956,Up
Empty Land,0,Residence,Documented,118296,4,7,1,4,0,0,8,1,0,0,6551696,6666287,Up
House,3,Non-Residence,Documented,292499,12,6,1,3,1,0,3,1,1,0,15587498,15640567,Up
Farm House,0,Non-Residence,Registrable,193006,9,2,1,3,1,1,7,0,1,0,10425099,10481585,Up
House,1,Residence,Documented,698876,13,8,1,3,1,0,9,1,0,0,36018849,36152024,Up
Empty Land,0,Non-Residence,Registrable,270044,4,7,1,8,1,0,8,0,1,1,14327847,14443236,Up
House,2,Residence,Registrable,380502,1,5,0,3,1,0,3,0,0,1,19426898,19512326,Up
Flat,22,Residence,Documented,698502,7,5,0,8,1,0,2,1,0,0,35825294,35904094,Up
Flat,5,Non-Residence,Registrable,539939,7,7,0,9,1,1,10,1,1,0,27938235,28079389,Up
House,1,Residence,Documented,591478,4,9,1,5,0,1,7,0,1,0,30373147,30460367,Up
Flat,5,Residence,Documented,529287,13,9,1,9,1,0,7,0,0,1,27721110,27827364,Up
Villa,0,Residence,Registrable,531083,14,9,0,6,0,0,9,1,1,1,27732790,27794659,Up
Flat,9,Residence,Documented,388715,3,6,0,9,0,1,5,1,0,0,20186884,20241060,Up
Empty Land,0,Non-Residence,Registrable,321684,8,6,1,2,1,1,4,1,0,0,16918801,17005255,Up
Building,9,Residence,Registrable,423015,5,3,0,7,0,1,8,1,0,0,21803988,21946004,Up
House,3,Non-Residence,Registrable,668734,10,1,1,2,1,0,4,0,1,0,34106781,34253817,Up
Farm House,0,Residence,Registrable,378980,7,7,1,0,0,1,4,0,1,0,19629821,19750594,Up
Apartment,9,Non-Residence,Documented,33211,4,4,0,9,0,0,2,0,1,1,2325213,2401666,Up
House,1,Residence,Registrable,501657,4,1,0,4,0,1,1,1,0,0,25449672,25556485,Up
Apartment,14,Residence,Registrable,184923,8,8,0,1,1,1,4,1,0,1,10115042,10231368,Up
Apartment,6,Non-Residence,Registrable,516849,14,6,1,9,0,0,7,0,0,0,27026245,27123840,Up
Flat,22,Non-Residence,Documented,704214,8,6,1,5,0,1,9,1,0,0,36302000,36393184,Up
Flat,20,Residence,Documented,658417,2,2,0,9,0,0,9,1,1,1,33601252,33703438,Up
Building,8,Residence,Registrable,737878,14,1,1,8,1,1,10,1,1,1,38021912,38152202,Up
Building,2,Residence,Documented,133772,2,2,1,0,0,0,1,1,1,0,6960757,7089360,Up
Farm House,0,Residence,Documented,702835,3,4,1,3,1,1,5,1,0,1,35708375,35774984,Up
Empty Land,0,Residence,Registrable,643909,12,2,0,0,0,1,7,1,0,0,32793427,32936944,Up
Villa,0,Non-Residence,Registrable,78005,12,1,1,0,0,0,7,0,1,1,4614776,4749875,Up
Empty Land,0,Non-Residence,Documented,3369,3,7,0,7,0,0,10,0,0,1,743150,867689,Up
Farm House,0,Residence,Documented,454851,1,8,0,1,1,0,6,0,1,0,23235516,23312584,Up
House,1,Non-Residence,Documented,312752,14,6,1,0,0,0,10,0,0,0,16661407,16758403,Up
Flat,17,Non-Residence,Registrable,637084,3,4,0,7,0,1,4,1,0,1,32513077,32624523,Up
Empty Land,0,Residence,Documented,618967,6,6,1,3,0,1,3,0,0,0,31546137,31665896,Up
Apartment,10,Non-Residence,Documented,90772,8,3,0,2,0,1,9,0,0,1,5203639,5343079,Up
Flat,14,Residence,Documented,38967,13,8,0,3,1,1,10,0,0,1,3152953,3239787,Up
Flat,18,Non-Residence,Documented,480547,12,2,1,4,0,1,4,0,1,0,25060471,25131217,Up
Empty Land,0,Non-Residence,Registrable,659847,14,5,0,0,0,1,8,1,1,1,33800067,33947007,Up
Empty Land,0,Non-Residence,Registrable,59371,10,1,0,0,0,0,1,1,1,0,3500132,3571539,Up
Apartment,1,Non-Residence,Registrable,128891,6,6,0,2,0,1,7,0,0,0,6980580,7116809,Up
Apartment,22,Non-Residence,Documented,439930,5,2,1,5,1,1,6,0,1,1,22801595,22950145,Up
Building,2,Residence,Registrable,611204,4,4,1,0,0,0,1,1,1,0,30970217,31107874,Up
Farm House,0,Non-Residence,Documented,257187,3,6,0,1,0,1,4,1,0,1,13345576,13421979,Up
Farm House,0,Residence,Documented,725951,13,8,0,6,1,1,5,0,0,1,37410183,37471820,Up
Apartment,28,Non-Residence,Registrable,107950,4,8,0,0,0,1,8,1,1,0,6307940,6366552,Up
Villa,0,Non-Residence,Documented,172390,14,6,1,6,0,0,4,1,1,0,9644122,9724532,Up
Apartment,4,Non-Residence,Documented,439241,7,4,1,3,0,0,3,0,1,1,22713309,22768469,Up
Building,13,Residence,Documented,282474,1,8,0,9,1,1,2,1,1,0,14874722,14984830,Up
Villa,0,Non-Residence,Registrable,400609,7,8,1,5,0,0,4,0,1,1,20775776,20925451,Up
Empty Land,0,Non-Residence,Registrable,116881,1,1,1,7,1,1,10,0,0,1,6417326,6475054,Up
Farm House,0,Residence,Registrable,473625,2,4,1,8,1,1,4,1,1,1,24259646,24379420,Up
Farm House,0,Residence,Registrable,572121,4,4,1,5,1,1,10,1,1,1,29341244,29483544,Up
Villa,0,Residence,Registrable,135008,1,7,0,8,1,0,5,1,1,1,7274648,7388242,Up
House,1,Non-Residence,Registrable,730150,11,7,1,3,1,1,7,1,1,0,37605647,37674111,Up
Building,10,Non-Residence,Registrable,399611,12,8,1,5,1,1,9,1,1,1,21244674,21326617,Up
Building,17,Non-Residence,Registrable,151310,11,5,0,7,1,1,2,1,1,1,8648370,8729208,Up
Building,11,Non-Residence,Registrable,293390,11,7,0,8,0,1,5,0,0,1,15755203,15811122,Up
Farm House,0,Residence,Registrable,574165,9,8,1,2,0,1,10,1,0,1,29652353,29739445,Up
Flat,5,Residence,Documented,360532,12,9,1,1,1,0,9,0,0,1,19179369,19237166,Up
Farm House,0,Non-Residence,Registrable,370099,6,3,0,5,1,1,3,1,1,1,19050799,19152686,Up
Flat,15,Residence,Documented,661460,13,3,0,3,1,0,1,1,1,0,33938255,34076258,Up
Farm House,0,Residence,Documented,172336,1,4,0,0,1,1,2,1,0,0,8904332,9043604,Up
Empty Land,0,Residence,Registrable,730403,1,5,1,7,1,0,6,1,1,1,37094068,37218625,Up
Farm House,0,Non-Residence,Registrable,46214,6,1,1,8,1,1,5,1,1,1,3072153,3125211,Up
Empty Land,0,Residence,Documented,627734,4,7,0,8,0,1,1,0,1,1,31916329,32040906,Up
Flat,4,Non-Residence,Registrable,630771,4,9,1,1,0,0,1,0,0,0,32096209,32212898,Up
Building,7,Non-Residence,Registrable,467460,11,8,0,8,1,0,4,0,0,1,24386500,24514057,Up
Flat,10,Non-Residence,Documented,712351,6,5,1,6,1,1,4,1,0,1,36501373,36578631,Up
Villa,0,Residence,Registrable,124623,14,4,0,4,1,0,6,1,1,1,7208999,7278358,Up
Building,4,Residence,Registrable,306128,12,7,0,6,0,0,6,1,0,1,16204540,16346254,Up
Farm House,0,Residence,Documented,83489,11,5,1,8,1,1,10,0,0,1,5274568,5337482,Up
Farm House,0,Residence,Documented,298856,7,7,1,7,0,1,6,0,0,1,15854943,15912479,Up
Farm House,0,Non-Residence,Documented,178774,9,1,1,5,0,1,1,1,1,0,9567901,9672972,Up
Farm House,0,Non-Residence,Registrable,688495,10,1,1,3,0,1,10,0,0,1,35211111,35294859,Up
Farm House,0,Non-Residence,Documented,325852,5,3,1,0,1,1,9,1,0,1,16933822,17023270,Up
Flat,20,Residence,Registrable,412427,9,2,1,5,1,0,7,1,1,1,21635240,21731372,Up
Apartment,26,Residence,Registrable,131873,4,2,0,2,0,1,7,0,0,1,7193166,7319188,Up
Empty Land,0,Residence,Registrable,438952,13,7,1,5,0,0,7,0,1,1,23049453,23101837,Up
Apartment,5,Non-Residence,Documented,115794,10,2,0,5,0,1,2,0,1,1,6449921,6544233,Up
Flat,5,Non-Residence,Registrable,459951,2,4,0,3,0,1,2,0,0,1,23402555,23528878,Up
House,3,Residence,Registrable,648807,3,2,1,1,1,0,6,1,0,1,32960866,33045000,Up
Apartment,19,Non-Residence,Documented,66226,13,6,0,8,0,1,7,1,0,1,4509131,4642313,Up
Flat,5,Non-Residence,Documented,142064,11,8,0,1,1,0,3,0,1,0,7907443,8017563,Up
Building,8,Residence,Registrable,378312,1,4,1,2,0,0,4,0,0,0,19372808,19483400,Up
Farm House,0,Residence,Documented,268746,14,5,1,9,1,0,3,0,0,0,14496881,14618604,Up
Flat,7,Non-Residence,Registrable,706196,14,4,1,0,0,1,7,0,0,1,36247588,36371619,Up
Apartment,8,Residence,Registrable,118515,6,3,0,6,1,1,7,1,1,0,6663056,6722941,Up
Empty Land,0,Non-Residence,Registrable,741174,13,5,1,0,1,1,4,1,1,0,37976499,38045199,Up
Apartment,13,Residence,Documented,254579,6,9,1,8,1,1,7,1,1,0,13881933,13946951,Up
Farm House,0,Non-Residence,Documented,551429,1,8,1,0,0,1,5,1,0,0,27988154,28134118,Up
Apartment,5,Residence,Registrable,690444,11,8,1,4,1,1,1,1,0,1,35466355,35610962,Up
Villa,0,Residence,Registrable,688605,13,8,0,6,0,0,10,1,1,0,35520017,35627078,Up
House,3,Residence,Registrable,514258,3,8,1,2,1,1,4,1,0,0,26380826,26462148,Up
Building,18,Non-Residence,Registrable,366390,5,7,0,8,1,1,7,0,0,1,19264371,19364444,Up
Empty Land,0,Non-Residence,Documented,445601,3,8,1,7,0,1,2,1,1,0,22964269,23086919,Up
House,1,Residence,Documented,37131,10,8,0,2,1,1,2,0,1,1,2705628,2827738,Up
Flat,2,Non-Residence,Documented,73491,3,8,0,4,1,0,1,0,1,0,4197624,4272620,Up
House,2,Non-Residence,Documented,4514,14,7,0,6,0,0,2,0,0,0,1164802,1307092,Up
Farm House,0,Residence,Documented,273737,10,1,1,3,1,0,10,1,0,0,14514669,14634014,Up
Farm House,0,Residence,Registrable,18570,3,4,0,4,1,0,8,1,0,1,1435003,1531307,Up
Villa,0,Residence,Documented,57458,5,4,1,2,1,0,8,1,1,0,3528773,3661859,Up
House,1,Non-Residence,Registrable,82574,13,5,1,8,1,1,8,1,1,0,5307484,5386733,Up
Apartment,28,Residence,Registrable,535517,5,6,1,9,0,0,1,0,0,1,27684113,27821062,Up
House,2,Non-Residence,Documented,176589,4,4,1,8,1,0,1,1,1,0,9408853,9529076,Up
Farm House,0,Non-Residence,Documented,197892,1,2,1,6,1,1,10,0,1,0,10482747,10553870,Up
Flat,3,Non-Residence,Registrable,159323,5,6,0,9,1,1,4,1,0,0,8713822,8796917,Up
Flat,17,Residence,Registrable,630652,10,8,1,1,1,0,6,1,1,0,32591134,32734105,Up
Building,13,Residence,Registrable,393502,5,8,0,6,1,1,8,0,0,0,20480234,20617392,Up
Apartment,6,Non-Residence,Documented,733929,4,7,0,6,1,1,2,0,1,1,37320488,37446309,Up
Apartment,28,Non-Residence,Documented,499363,6,6,0,4,1,0,3,0,0,1,25828550,25938735,Up
Flat,8,Residence,Documented,368154,10,2,0,8,1,1,6,1,1,1,19304580,19445043,Up
House,1,Residence,Documented,579536,4,7,0,2,0,0,10,1,0,0,29506735,29610619,Up
Villa,0,Residence,Registrable,530589,14,5,0,3,0,0,4,0,1,0,27453782,27509073,Up
Flat,29,Residence,Documented,150762,7,6,0,0,0,1,2,1,1,0,8328187,8419380,Up
Apartment,6,Residence,Registrable,443405,7,8,1,5,0,0,7,0,1,0,23125608,23178730,Up
Apartment,28,Residence,Documented,235862,2,8,0,3,1,0,4,1,1,0,12657001,12711877,Up
Farm House,0,Residence,Documented,444709,3,3,1,0,1,1,8,0,1,1,22699949,22834597,Up
Farm House,0,Residence,Documented,554380,1,7,0,1,0,1,8,0,0,1,28164692,28289352,Up
Building,16,Residence,Registrable,664576,8,1,0,2,0,1,7,1,0,1,33948818,34055965,Up
Building,6,Non-Residence,Registrable,220463,9,1,0,8,0,1,10,0,0,0,11819961,11871784,Up
House,1,Residence,Documented,481261,4,7,0,7,1,0,9,1,1,1,24818948,24921600,Up
Flat,21,Residence,Registrable,249210,6,9,1,6,1,1,4,1,0,1,13518069,13626273,Up
Flat,3,Non-Residence,Registrable,221484,9,7,1,3,0,1,7,0,1,1,11961699,12062081,Up
Building,12,Residence,Documented,265012,6,5,1,0,0,0,10,0,1,1,14086809,14147196,Up
Flat,25,Residence,Documented,602363,14,8,0,7,0,0,10,1,0,0,31376650,31526430,Up
House,1,Non-Residence,Registrable,269299,12,2,0,3,0,0,1,1,0,0,14108368,14209543,Up
Villa,0,Residence,Documented,238049,12,9,0,2,0,0,4,0,1,1,12784025,12853005,Up
Farm House,0,Non-Residence,Registrable,594819,12,6,1,8,1,1,2,0,1,1,30813147,30887371,Up
House,3,Non-Residence,Registrable,484799,9,9,0,9,0,1,9,0,0,1,25338301,25395422,Up
Flat,6,Residence,Documented,612710,4,2,1,3,1,0,5,1,0,1,31184866,31302832,Up
House,1,Non-Residence,Registrable,449482,8,3,1,3,0,0,3,1,1,1,23105198,23228688,Up
Farm House,0,Non-Residence,Documented,124546,9,8,0,8,0,0,4,1,1,1,7163032,7224913,Up
Empty Land,0,Non-Residence,Registrable,407119,4,1,0,1,1,0,6,0,0,1,20646134,20778587,Up
Apartment,7,Non-Residence,Registrable,32597,5,7,1,4,0,1,10,0,1,1,2502165,2635341,Up
Farm House,0,Residence,Registrable,666826,14,7,1,3,1,0,1,1,1,1,34406907,34507716,Up
Apartment,11,Non-Residence,Registrable,649650,8,1,1,8,1,1,7,1,0,0,33366037,33493658,Up
Farm House,0,Non-Residence,Registrable,230729,12,9,0,4,0,0,8,0,0,1,12463453,12605248,Up
Empty Land,0,Residence,Registrable,119334,10,8,0,8,0,1,7,1,1,0,6950738,7023835,Up
Flat,9,Non-Residence,Documented,94348,14,4,0,8,1,1,7,0,1,0,5855577,5908555,Up
Flat,16,Residence,Registrable,53421,6,5,0,1,1,1,9,0,0,1,3535314,3589646,Up
Villa,0,Non-Residence,Registrable,705586,12,2,0,8,0,1,4,0,1,1,36055192,36190765,Up
Farm House,0,Residence,Registrable,650929,7,9,0,2,1,0,7,1,0,0,33334442,33399531,Up
House,1,Non-Residence,Documented,706160,3,6,1,3,0,1,9,1,1,0,35963182,36069986,Up
Villa,0,Residence,Registrable,285321,7,3,1,0,1,0,5,0,0,1,14867254,14982006,Up
Flat,15,Non-Residence,Registrable,56109,12,7,1,0,0,1,2,0,1,0,3832244,3905728,Up
Flat,21,Residence,Registrable,228397,14,9,0,0,1,1,5,1,1,1,12657928,12768336,Up
Building,4,Residence,Documented,31524,8,3,1,8,1,0,4,0,1,1,2395348,2524892,Up
Villa,0,Residence,Documented,70813,10,2,0,7,0,0,8,1,0,0,4263787,4367805,Up
Flat,5,Residence,Documented,390457,6,7,0,4,1,1,5,1,0,1,20354040,20422188,Up
Empty Land,0,Residence,Registrable,184578,10,7,1,4,1,1,9,1,0,0,10246133,10299963,Up
Apartment,7,Non-Residence,Registrable,357929,9,4,0,8,1,0,9,0,1,1,18827697,18946191,Up
Building,3,Non-Residence,Registrable,461743,13,9,1,2,1,1,3,0,1,1,24215842,24291840,Up
House,1,Residence,Documented,114132,6,8,1,2,1,0,10,0,0,0,6496031,6613107,Up
Apartment,15,Residence,Registrable,251951,12,1,0,6,1,0,6,0,0,0,13494534,13575211,Up
Building,2,Non-Residence,Documented,3551,9,1,1,8,1,0,6,1,1,1,1029638,1108739,Up
Farm House,0,Non-Residence,Documented,704607,13,5,1,5,0,1,4,0,1,1,36221354,36278407,Up
Farm House,0,Residence,Registrable,377336,4,6,1,1,1,1,10,1,1,0,19656906,19712576,Up
House,1,Non-Residence,Registrable,612023,8,3,1,0,1,0,3,0,1,1,31330655,31390936,Up
Empty Land,0,Residence,Documented,722272,11,9,0,1,0,0,1,0,0,0,36810255,36943913,Up
House,1,Residence,Registrable,189907,4,6,1,0,1,0,7,0,0,0,10083997,10187338,Up
Villa,0,Residence,Documented,449895,2,4,1,9,1,0,5,0,1,0,23054172,23172241,Up
Apartment,7,Non-Residence,Documented,463394,10,7,1,9,0,1,10,0,1,1,24384103,24444859,Up
House,2,Residence,Registrable,212310,11,8,0,8,1,0,7,1,1,0,11618835,11733910,Up
House,1,Non-Residence,Registrable,728475,9,9,1,9,1,1,1,0,0,1,37478197,37582618,Up
Building,8,Non-Residence,Registrable,74023,5,6,0,7,0,0,8,0,0,0,4423071,4533179,Up
Empty Land,0,Non-Residence,Registrable,94976,4,6,1,6,0,1,3,0,1,1,5429315,5544638,Up
House,1,Non-Residence,Registrable,234341,2,8,1,2,1,1,7,0,1,1,12340794,12481404,Up
Villa,0,Residence,Registrable,223366,1,5,1,7,1,1,3,0,1,0,11733291,11867629,Up
Building,10,Residence,Registrable,87172,11,3,0,1,0,1,3,1,1,0,5017246,5160104,Up
Empty Land,0,Non-Residence,Documented,598635,7,3,0,1,1,1,10,0,1,0,30638663,30705711,Up
Empty Land,0,Residence,Registrable,345394,6,6,0,9,0,0,9,1,1,1,18016905,18119511,Up
Flat,11,Non-Residence,Registrable,735494,2,2,0,2,0,0,2,0,0,1,37149030,37208906,Up
Farm House,0,Residence,Registrable,28751,8,6,0,6,0,1,4,1,0,1,2209757,2317832,Up
Apartment,1,Residence,Registrable,628269,11,6,0,0,1,0,6,0,0,0,32185504,32250675,Up
Villa,0,Residence,Documented,375210,4,8,1,7,0,0,3,0,1,0,19509805,19602009,Up
Farm House,0,Residence,Registrable,550733,8,7,0,6,0,0,10,1,1,0,28444216,28499382,Up
Building,15,Residence,Documented,32717,7,8,1,3,0,0,10,0,1,0,2569238,2695140,Up
Building,8,Residence,Documented,8808,5,9,0,4,1,0,7,1,0,0,1225266,1361060,Up
Villa,0,Non-Residence,Documented,268593,10,6,0,9,1,0,7,0,1,1,14328188,14421922,Up
Empty Land,0,Residence,Documented,183562,10,3,0,0,1,0,5,1,0,0,9730722,9859241,Up
House,3,Residence,Documented,394866,12,3,1,3,0,1,3,1,1,1,20587029,20728280,Up
Villa,0,Residence,Registrable,745340,8,1,0,0,1,0,2,1,1,0,37677546,37824167,Up
Building,12,Non-Residence,Documented,100735,14,5,0,0,1,0,4,0,1,0,5946987,6061428,Up
Farm House,0,Residence,Documented,75240,9,4,1,9,0,0,4,1,0,0,4621619,4716697,Up
Apartment,6,Residence,Registrable,378996,5,9,1,0,0,1,8,0,0,0,19703093,19780871,Up
Villa,0,Residence,Documented,177747,10,9,1,6,1,1,8,1,0,0,9927544,10054470,Up
Empty Land,0,Non-Residence,Registrable,663665,5,5,1,6,1,0,5,1,1,1,33983803,34054727,Up
Apartment,10,Residence,Registrable,530025,2,4,0,3,0,1,6,1,0,0,26969551,27065383,Up
Apartment,24,Non-Residence,Registrable,20556,5,7,1,1,1,1,8,0,1,1,1960187,2076430,Up
Apartment,5,Non-Residence,Registrable,177115,3,6,0,2,0,0,1,0,1,1,9326465,9401513,Up
Flat,24,Residence,Documented,188128,7,4,0,7,0,1,5,0,0,1,10353129,10435944,Up
Apartment,7,Residence,Documented,639336,10,2,1,7,1,0,4,1,0,1,32891981,32976663,Up
Flat,7,Non-Residence,Documented,374132,5,1,0,5,1,1,4,0,1,0,19294419,19361908,Up
House,3,Non-Residence,Registrable,134915,8,4,1,9,1,0,2,0,1,0,7546470,7655704,Up
House,1,Residence,Registrable,407216,1,4,0,8,1,1,10,1,1,0,20963310,21071011,Up
Apartment,22,Residence,Registrable,446938,3,1,1,8,0,0,1,1,1,0,23057736,23124687,Up
Empty Land,0,Non-Residence,Documented,554163,3,6,1,3,1,0,6,0,0,0,28259751,28359769,Up
Farm House,0,Non-Residence,Registrable,665522,9,4,1,0,1,1,7,0,0,1,34123069,34184521,Up
House,2,Non-Residence,Documented,541752,5,1,1,0,1,0,5,0,0,0,27601705,27680340,Up
Flat,27,Non-Residence,Documented,638217,12,1,1,9,0,0,8,1,1,0,33089797,33238080,Up
Empty Land,0,Residence,Registrable,253264,9,1,1,4,1,1,9,1,1,1,13424210,13573542,Up
Apartment,9,Non-Residence,Registrable,715498,13,8,0,1,1,0,2,1,1,0,36726340,36804273,Up
Empty Land,0,Residence,Registrable,467382,9,8,0,5,0,0,4,1,0,0,24115967,24200548,Up
Empty Land,0,Non-Residence,Registrable,740927,1,2,0,6,0,1,9,1,1,1,37478018,37566299,Up
Villa,0,Non-Residence,Registrable,512653,2,7,1,0,0,0,5,0,1,0,26117673,26188860,Up
Farm House,0,Residence,Documented,67715,5,8,0,5,0,1,3,0,0,1,4018207,4091160,Up
Apartment,15,Residence,Documented,144856,4,8,1,7,0,0,6,0,0,1,8169029,8252847,Up
Farm House,0,Residence,Registrable,204361,10,7,0,4,1,1,3,1,1,0,11057376,11132078,Up
House,2,Residence,Registrable,356112,9,5,0,6,0,1,5,1,0,1,18647622,18703900,Up
Farm House,0,Non-Residence,Registrable,455105,7,1,1,9,0,0,3,0,1,0,23399053,23493619,Up
Building,16,Residence,Documented,9935,6,9,0,5,0,1,6,0,0,0,1391763,1501485,Up
Flat,7,Residence,Documented,448056,7,7,0,3,0,0,10,0,1,0,23176231,23244267,Up
House,3,Residence,Documented,699938,1,2,0,6,0,0,5,1,0,1,35330516,35405099,Up
Apartment,23,Non-Residence,Documented,576081,1,6,1,9,0,1,9,1,0,1,29680901,29801145,Up
Farm House,0,Non-Residence,Registrable,79281,8,2,0,8,0,0,3,1,0,1,4662573,4722049,Up
Flat,2,Residence,Documented,191975,13,1,1,9,0,0,6,1,0,1,10531903,10652757,Up
Apartment,29,Non-Residence,Documented,160696,13,7,0,9,1,1,8,1,1,1,9422706,9567511,Up
Apartment,28,Non-Residence,Registrable,227007,2,2,0,6,1,0,7,0,1,1,12045340,12133967,Up
House,3,Residence,Registrable,306563,12,2,0,4,1,0,6,0,0,1,16116013,16211454,Up
Building,6,Non-Residence,Documented,691107,10,5,0,6,0,1,2,1,1,1,35424461,35499215,Up
Flat,20,Residence,Registrable,121672,11,5,1,2,0,0,7,1,0,1,7175578,7290329,Up
Building,13,Residence,Registrable,357402,9,7,0,1,0,0,8,0,0,1,18760342,18830321,Up
Flat,23,Residence,Registrable,485463,7,1,1,4,1,1,1,1,1,1,25129803,25250249,Up
Villa,0,Non-Residence,Documented,456468,6,8,1,3,0,0,9,1,1,0,23628359,23739520,Up
Apartment,16,Residence,Documented,319217,1,3,0,4,0,0,4,0,1,1,16454169,16540191,Up
Villa,0,Non-Residence,Registrable,59601,1,4,0,7,0,1,8,1,1,0,3477593,3590850,Up
Flat,8,Non-Residence,Registrable,496472,2,9,1,3,1,0,10,1,1,0,25703772,25758225,Up
Flat,17,Non-Residence,Documented,289290,6,4,1,8,1,0,7,0,1,0,15381564,15483139,Up
Building,13,Non-Residence,Documented,547837,14,5,0,6,0,1,10,1,1,0,28519275,28626535,Up
Apartment,4,Residence,Registrable,735465,6,7,0,9,1,1,7,1,0,1,37631949,37768666,Up
Farm House,0,Residence,Registrable,360760,2,4,0,6,0,0,2,0,1,0,18369455,18508356,Up
Apartment,20,Non-Residence,Documented,593173,1,1,0,7,0,0,1,0,0,0,30002898,30144760,Up
Empty Land,0,Residence,Registrable,650919,10,9,0,5,1,1,4,1,1,0,33534709,33625414,Up
Flat,10,Non-Residence,Documented,433874,5,4,1,7,1,0,2,0,1,1,22455629,22561462,Up
House,1,Non-Residence,Registrable,721277,5,9,0,2,1,0,8,0,0,0,36720949,36824978,Up
House,1,Residence,Documented,548077,2,6,0,9,1,0,10,1,0,0,28074357,28128534,Up
House,2,Non-Residence,Registrable,372870,6,1,1,9,0,1,7,0,0,1,19345690,19464655,Up
Villa,0,Residence,Documented,272467,9,3,0,0,0,0,8,1,0,1,14209817,14292769,Up
Farm House,0,Non-Residence,Registrable,191732,2,2,0,5,1,0,6,0,1,1,9922613,10043127,Up
Building,16,Non-Residence,Registrable,304619,10,9,1,0,1,1,1,0,1,1,16216861,16346170,Up
Farm House,0,Non-Residence,Registrable,10040,2,1,0,8,0,1,9,1,0,1,934618,1035702,Up
Villa,0,Non-Residence,Registrable,541152,3,9,1,1,0,1,6,1,0,1,27668647,27790357,Up
Farm House,0,Residence,Documented,398327,13,9,0,1,0,0,10,1,1,1,20936218,21008014,Up
Farm House,0,Non-Residence,Registrable,552451,7,8,0,6,0,0,1,0,1,1,28330823,28431171,Up
Apartment,29,Non-Residence,Documented,52491,6,8,0,1,1,1,1,1,0,1,3472342,3599755,Up
House,1,Residence,Documented,189251,12,1,1,9,1,0,8,1,1,0,10459424,10562757,Up
Flat,8,Non-Residence,Registrable,366826,8,8,1,7,1,0,6,0,1,1,19389572,19457294,Up
House,3,Non-Residence,Documented,686837,8,3,1,5,0,0,8,0,0,0,35110240,35248331,Up
Farm House,0,Non-Residence,Registrable,619492,6,7,1,6,0,0,8,0,0,0,31771672,31900770,Up
Flat,25,Non-Residence,Documented,49615,12,1,0,6,1,1,8,1,0,1,3544237,3666319,Up
Apartment,5,Non-Residence,Registrable,353651,11,1,1,5,1,1,10,0,0,1,18718003,18793261,Up
Building,16,Non-Residence,Registrable,744083,10,5,1,9,1,0,7,0,1,1,38369070,38430776,Up
Empty Land,0,Residence,Documented,192462,3,5,1,8,0,1,7,1,0,1,10288121,10367064,Up
Flat,24,Non-Residence,Documented,722247,3,8,0,8,1,0,10,0,1,0,37065403,37179727,Up
Villa,0,Residence,Registrable,149643,1,7,0,6,0,0,4,0,1,0,7917893,7990208,Up
House,1,Non-Residence,Documented,715135,7,8,1,8,1,1,9,1,1,1,36877700,36938052,Up
Apartment,16,Residence,Registrable,536726,5,6,1,9,1,1,2,0,1,0,27776963,27861460,Up
Apartment,4,Residence,Registrable,354324,4,6,0,2,1,0,9,1,0,1,18287317,18412462,Up
House,2,Residence,Documented,4500,10,2,1,2,0,0,10,1,1,0,1064527,1159501,Up
Farm House,0,Residence,Registrable,726448,4,6,1,0,0,0,3,1,0,0,36729962,36878284,Up
Farm House,0,Non-Residence,Documented,356254,14,5,1,4,0,0,2,1,1,1,18744905,18822133,Up
Farm House,0,Non-Residence,Registrable,251992,4,3,1,3,0,1,4,1,0,1,13199465,13258347,Up
Apartment,26,Non-Residence,Registrable,500022,6,6,0,1,0,1,5,0,1,0,25876059,25942327,Up
Farm House,0,Residence,Registrable,491572,8,8,0,8,0,0,2,1,1,1,25323817,25444663,Up
House,1,Residence,Documented,38804,8,9,0,2,1,0,1,1,0,0,2664221,2738684,Up
Flat,8,Residence,Registrable,505499,5,1,1,7,0,1,10,1,0,1,26039941,26166730,Up
Building,9,Residence,Registrable,332093,6,3,1,5,1,0,5,1,0,1,17378906,17514846,Up
Flat,13,Residence,Documented,607774,4,3,0,4,0,1,9,0,0,1,31015922,31115236,Up
Villa,0,Residence,Registrable,152336,12,8,0,0,1,0,5,0,1,1,8507057,8566884,Up
